id;aluno_id;avaliacao_id;nota
3674;813;94;7.45
3675;275;67;7.57
3676;1486;67;9.29
3677;658;68;6.38
3678;777;63;1.88
3679;1604;35;4.53
3680;1099;62;2.93
3681;2909;27;7.12
3682;949;62;6.56
3683;2174;88;0.25
3684;140;77;3.64
3685;515;100;7.79
3686;155;85;1.08
3687;1989;22;1.23
3688;2073;72;4.67
3689;2400;72;2.19
3690;234;82;7.77
3691;408;59;7.98
3692;944;51;1.78
3693;1072;72;9.51
3694;2622;27;5.22
3695;2898;98;4.07
3696;37;23;6.08
3697;2891;52;4.17
3698;2335;40;7.16
3699;1066;75;6.68
3700;480;50;4.83
3701;2420;43;1.27
3702;2175;88;6.92
3703;2090;3;2.1
3704;1099;33;4.74
3705;966;58;5.99
3706;750;70;7.89
3707;359;24;5.78
3708;2765;34;7.75
3709;260;50;7.73
3710;2204;19;2.38
3711;1030;17;0.29
3712;387;97;4.28
3713;296;48;0.87
3714;2974;75;2.12
3715;946;28;1.8
3716;2629;43;5.28
3717;2189;30;9.47
3718;580;84;4.67
3719;1259;72;8.88
3720;930;79;8.94
3721;1876;91;4.33
3722;485;32;1.99
3723;899;53;3.05
3724;2503;5;1.39
3725;1899;14;4.25
3726;1297;1;5.74
3727;662;92;9.74
3728;1628;65;5.78
3729;402;56;4.82
3730;3096;95;7.19
3731;1781;51;9.5
3732;1156;2;8.06
3733;1110;63;1.16
3734;2909;7;5.19
3735;1362;20;6.52
3736;829;12;3.03
3737;1899;76;7.48
3738;1626;67;7.63
3739;2869;24;6.3
3740;1797;1;7.8
3741;1193;97;1.75
3742;2625;8;1.09
3743;2553;58;6.98
3744;2603;53;2.13
3745;2827;36;1.13
3746;1563;56;1.63
3747;2424;76;2.05
3748;1543;23;9.49
3749;214;51;0.62
3750;779;10;0.31
3751;748;96;9.39
3752;1534;42;7.38
3753;1976;73;5.27
3754;2357;99;2.92
3755;1353;84;8.45
3756;65;99;7.57
3757;846;35;9.65
3758;1003;2;1.34
3759;1391;92;2.22
3760;2494;50;8.08
3761;1476;25;5.76
3762;164;24;3.87
3763;68;29;8.03
3764;911;6;4.25
3765;856;68;9.53
3766;3004;33;9.2
3767;2139;91;6.55
3768;2372;29;3.93
3769;245;45;5.33
3770;2757;64;9.52
3771;869;100;7.29
3772;2164;78;9.99
3773;900;20;7.36
3774;157;50;0.01
3775;2817;25;9.55
3776;342;2;5.9
3777;1004;38;3.0
3778;1182;55;8.72
3779;1958;72;0.57
3780;738;84;1.66
3781;557;46;8.64
3782;2674;43;8.46
3783;873;100;6.73
3784;1049;55;0.18
3785;2243;88;0.4
3786;2263;56;7.52
3787;2071;7;6.98
3788;2522;94;8.2
3789;2138;3;2.04
3790;2482;57;0.71
3791;2271;77;9.81
3792;912;99;1.76
3793;1584;71;5.06
3794;140;62;9.84
3795;1377;75;3.44
3796;1377;52;4.8
3797;2697;72;8.92
3798;2003;14;8.71
3799;2333;24;7.34
3800;1174;4;3.33
3801;1836;19;8.23
3802;1181;85;4.78
3803;603;28;1.52
3804;3009;64;8.29
3805;2853;72;7.66
3806;114;82;9.76
3807;1339;38;4.53
3808;1862;91;0.95
3809;2291;73;8.8
3810;2352;6;2.92
3811;1544;60;5.79
3812;739;23;1.53
3813;2117;1;8.55
3814;2448;13;3.26
3815;249;41;9.36
3816;2604;98;9.88
3817;1998;39;5.07
3818;1998;24;0.91
3819;63;92;9.72
3820;2713;92;7.48
3821;2424;16;3.79
3822;2525;87;0.56
3823;1810;84;4.82
3824;695;60;7.93
3825;133;72;0.3
3826;2855;2;3.09
3827;1915;51;7.53
3828;1735;60;3.34
3829;2400;92;1.54
3830;96;46;1.85
3831;2179;54;0.15
3832;2824;99;3.86
3833;675;99;4.28
3834;1262;51;1.06
3835;1715;99;9.6
3836;2017;40;0.81
3837;1268;53;2.81
3838;1907;6;5.89
3839;1658;14;6.64
3840;387;75;8.9
3841;1125;86;6.23
3842;425;49;5.48
3843;1419;49;6.63
3844;768;84;3.29
3845;259;29;2.4
3846;460;60;1.36
3847;2339;40;6.76
3848;982;13;3.39
3849;1357;99;7.08
3850;200;85;8.45
3851;1208;81;5.67
3852;1476;2;8.92
3853;825;55;2.91
3854;1561;26;3.13
3855;1145;26;9.02
3856;1149;4;9.6
3857;1238;54;0.51
3858;2230;49;8.79
3859;2907;34;4.45
3860;1158;58;0.65
3861;1372;61;9.48
3862;2673;98;9.92
3863;2399;63;5.13
3864;2795;81;9.26
3865;2105;1;5.09
3866;179;13;9.83
3867;1040;90;5.56
3868;3077;24;2.82
3869;1330;30;9.85
3870;2650;46;7.42
3871;314;19;6.87
3872;7;46;2.68
3873;2649;34;0.14
3874;178;98;6.19
3875;1806;54;2.86
3876;2578;91;0.95
3877;1187;44;5.95
3878;2566;81;2.09
3879;1788;76;5.75
3880;2732;75;5.78
3881;460;71;3.1
3882;1107;31;0.31
3883;884;44;5.33
3884;2897;28;4.89
3885;695;15;0.12
3886;336;90;4.72
3887;2870;52;4.01
3888;1212;30;8.98
3889;2931;85;8.63
3890;2925;25;9.12
3891;196;50;8.27
3892;1609;51;0.82
3893;408;59;6.07
3894;848;11;1.44
3895;388;7;5.01
3896;353;86;7.31
3897;3112;6;1.08
3898;3004;9;0.65
3899;1622;47;9.29
3900;2754;17;1.15
3901;658;77;8.97
3902;693;88;0.23
3903;819;94;8.38
3904;2979;5;4.65
3905;959;97;3.86
3906;1261;74;5.37
3907;1904;36;2.49
3908;3001;80;3.62
3909;1089;7;8.02
3910;1388;55;5.98
3911;209;76;3.03
3912;2124;43;7.39
3913;1574;96;2.58
3914;557;92;0.77
3915;2776;33;8.77
3916;1899;59;2.21
3917;2026;42;4.81
3918;329;39;2.46
3919;1078;28;2.2
3920;1337;10;4.78
3921;9;13;1.5
3922;546;82;1.46
3923;1214;91;0.1
3924;47;42;7.45
3925;2389;37;4.49
3926;2131;4;1.44
3927;131;84;6.19
3928;2707;96;3.26
3929;273;46;7.8
3930;3071;81;0.57
3931;530;90;8.98
3932;2139;92;4.06
3933;516;22;9.03
3934;2903;53;3.92
3935;563;49;5.35
3936;1665;52;0.15
3937;2767;75;1.69
3938;2363;48;9.64
3939;1244;92;6.57
3940;1212;62;6.78
3941;3057;58;1.84
3942;2253;90;8.68
3943;1060;48;3.16
3944;2857;100;0.04
3945;2917;89;8.81
3946;2696;4;6.58
3947;1082;55;0.92
3948;328;39;5.84
3949;3059;6;8.29
3950;683;88;2.99
3951;3096;58;1.35
3952;1066;48;0.41
3953;220;72;2.78
3954;1130;15;7.89
3955;20;17;1.57
3956;2021;56;0.28
3957;2576;73;8.14
3958;802;23;3.78
3959;1564;31;6.55
3960;2344;9;4.45
3961;32;15;8.92
3962;1913;88;9.55
3963;976;54;9.81
3964;2217;73;2.8
3965;1290;63;8.5
3966;2621;61;3.42
3967;3010;21;3.48
3968;2863;39;8.96
3969;784;70;2.97
3970;847;99;9.47
3971;2843;62;1.8
3972;2154;93;9.43
3973;1109;3;1.05
3974;958;72;7.5
3975;2872;42;6.68
3976;2131;67;4.49
3977;2305;39;9.3
3978;135;65;3.42
3979;2694;11;1.88
3980;1832;4;8.72
3981;975;80;2.56
3982;941;52;8.47
3983;49;61;0.26
3984;2736;17;0.98
3985;1618;1;6.22
3986;994;10;0.07
3987;566;48;2.34
3988;2954;90;0.07
3989;2699;91;0.41
3990;2884;89;5.17
3991;1684;40;1.65
3992;2176;33;3.0
3993;2999;9;9.96
3994;3110;60;1.51
3995;888;72;2.12
3996;2749;75;0.45
3997;2500;4;3.0
3998;1622;93;5.95
3999;2489;72;2.52
4000;823;81;7.18
4001;1069;38;1.96
4002;2424;55;4.64
4003;759;84;1.55
4004;2101;77;1.11
4005;1588;19;0.95
4006;2115;12;6.69
4007;2160;32;3.95
4008;2367;11;2.26
4009;1893;71;9.2
4010;1060;76;5.76
4011;2564;31;3.64
4012;749;93;5.75
4013;2575;50;4.79
4014;2378;82;9.92
4015;1507;59;3.69
4016;1918;61;5.84
4017;2700;6;6.89
4018;2984;15;0.48
4019;713;61;6.82
4020;519;46;0.92
4021;463;73;2.1
4022;2949;70;6.94
4023;3042;52;0.29
4024;2551;31;4.96
4025;132;14;2.8
4026;686;68;2.88
4027;1039;61;1.33
4028;191;74;9.28
4029;1190;71;9.78
4030;2008;33;0.68
4031;201;30;3.43
4032;2890;21;2.81
4033;162;63;3.46
4034;2405;73;5.11
4035;2222;34;7.53
4036;1497;73;7.74
4037;1177;8;3.44
4038;2264;42;7.41
4039;1828;60;1.75
4040;1462;86;9.96
4041;1;75;9.03
4042;529;89;5.63
4043;2166;46;9.71
4044;1794;61;4.34
4045;2974;4;1.43
4046;160;80;0.09
4047;2097;2;8.76
4048;2110;76;2.86
4049;1379;61;6.65
4050;1380;64;6.82
4051;2390;76;3.17
4052;2296;62;0.44
4053;2218;87;6.39
4054;1885;63;1.95
4055;2264;29;0.16
4056;2308;8;5.26
4057;2034;69;8.38
4058;1026;85;8.73
4059;2497;66;8.52
4060;2563;29;2.12
4061;1399;3;1.4
4062;1116;35;0.28
4063;993;35;9.3
4064;1296;2;2.78
4065;241;31;1.05
4066;193;56;6.77
4067;839;96;0.91
4068;486;90;3.71
4069;2314;8;0.11
4070;293;24;6.37
4071;2869;19;9.47
4072;2161;95;5.04
4073;1638;92;4.67
4074;1231;11;9.6
4075;272;53;2.46
4076;406;69;3.76
4077;2164;57;5.35
4078;2129;100;4.34
4079;1422;50;5.93
4080;257;44;2.26
4081;2991;47;0.89
4082;1962;68;0.64
4083;2251;71;7.1
4084;1454;70;7.61
4085;373;95;8.67
4086;1794;10;9.97
4087;1690;59;6.91
4088;544;31;8.87
4089;12;7;0.33
4090;66;13;2.58
4091;2458;25;5.0
4092;846;60;0.24
4093;2357;100;7.73
4094;55;61;3.76
4095;1171;85;6.13
4096;458;19;9.41
4097;541;6;3.97
4098;2483;83;4.85
4099;3058;92;1.33
4100;375;29;7.45
4101;2286;36;9.9
4102;2768;31;9.8
4103;2273;30;1.85
4104;715;91;4.88
4105;3093;45;4.43
4106;2370;16;0.9
4107;869;56;8.42
4108;2398;26;2.97
4109;1014;5;5.56
4110;1615;64;6.01
4111;2236;15;5.2
4112;2264;60;5.76
4113;1886;9;2.17
4114;2682;73;4.46
4115;151;83;4.31
4116;41;53;4.1
4117;3098;75;8.03
4118;2692;58;8.36
4119;767;23;1.15
4120;1516;22;3.0
4121;1609;6;6.31
4122;1275;45;1.85
4123;2841;21;6.93
4124;1955;100;5.34
4125;383;65;6.39
4126;1148;70;4.25
4127;2172;12;2.08
4128;678;67;3.15
4129;1905;55;1.42
4130;400;86;2.28
4131;1464;58;2.88
4132;3005;20;8.49
4133;1383;97;5.35
4134;670;65;3.09
4135;1530;45;9.18
4136;1796;69;7.68
4137;1732;76;0.96
4138;429;62;5.04
4139;522;76;1.05
4140;1496;70;7.55
4141;983;42;0.93
4142;442;57;2.74
4143;848;70;9.88
4144;1195;48;1.02
4145;606;59;9.01
4146;2706;82;3.09
4147;56;70;3.8
4148;1463;37;3.49
4149;449;51;7.3
4150;971;60;8.79
4151;1151;32;1.0
4152;1265;35;1.03
4153;1250;72;3.57
4154;1198;92;1.0
4155;1241;26;7.39
4156;117;9;9.55
4157;548;16;9.85
4158;1723;24;9.4
4159;785;87;0.22
4160;805;93;4.11
4161;92;83;3.33
4162;1693;16;2.0
4163;1547;72;8.68
4164;41;34;6.83
4165;1421;46;1.94
4166;1000;100;8.78
4167;2755;32;1.02
4168;210;92;9.73
4169;2533;39;9.43
4170;2963;30;0.75
4171;2009;70;1.22
4172;581;87;6.27
4173;1459;51;4.45
4174;1543;48;7.56
4175;936;59;4.21
4176;1205;20;4.01
4177;1785;37;6.95
4178;1236;18;3.78
4179;380;62;5.3
4180;1574;54;9.08
4181;2717;74;5.21
4182;2137;94;4.66
4183;2542;65;9.65
4184;2471;66;5.32
4185;891;69;9.86
4186;421;39;3.54
4187;1112;57;9.02
4188;358;27;1.32
4189;2441;98;3.65
4190;2080;43;4.47
4191;2672;2;9.91
4192;2325;22;0.31
4193;750;27;7.84
4194;2724;87;2.01
4195;840;95;0.58
4196;1765;86;9.39
4197;2513;42;9.9
4198;241;29;2.08
4199;1544;73;5.93
4200;75;33;4.77
4201;2730;95;7.26
4202;1883;37;1.39
4203;1760;71;5.36
4204;557;62;0.38
4205;110;59;4.21
4206;2676;16;4.78
4207;2483;92;4.8
4208;986;91;8.84
4209;3111;58;7.7
4210;2487;74;6.7
4211;1492;53;6.74
4212;2906;72;4.3
4213;989;10;9.17
4214;713;36;5.87
4215;761;35;6.27
4216;1839;72;4.75
4217;919;25;8.61
4218;2459;81;3.11
4219;246;31;2.34
4220;357;76;9.7
4221;1292;67;6.81
4222;2739;50;8.51
4223;775;62;6.84
4224;2862;80;9.97
4225;286;21;9.55
4226;665;50;5.64
4227;1518;22;2.01
4228;2279;43;4.56
4229;2083;19;8.11
4230;2196;21;4.62
4231;917;62;3.1
4232;2877;80;4.89
4233;1626;59;4.41
4234;504;18;9.21
4235;2276;2;0.52
4236;1883;77;4.96
4237;21;54;8.65
4238;1583;53;8.28
4239;2520;39;7.43
4240;2930;53;6.8
4241;1007;12;2.36
4242;1498;94;7.54
4243;150;51;8.53
4244;190;55;3.64
4245;542;44;2.28
4246;2411;52;1.51
4247;2991;99;5.03
4248;58;54;4.56
4249;3015;90;9.83
4250;3;17;4.84
4251;169;1;7.52
4252;1657;6;8.14
4253;382;93;3.81
4254;324;63;9.93
4255;2479;95;8.4
4256;2889;50;0.67
4257;1816;49;3.46
4258;2238;84;5.6
4259;1173;6;4.23
4260;2994;26;5.12
4261;2123;34;0.11
4262;1602;32;5.22
4263;951;64;0.49
4264;746;16;6.86
4265;2099;69;1.91
4266;158;23;8.43
4267;1101;16;2.17
4268;2514;22;2.65
4269;1533;69;0.73
4270;1586;31;5.94
4271;265;20;0.95
4272;1917;56;8.38
4273;2116;93;4.43
4274;2923;82;6.22
4275;2135;20;2.72
4276;1393;84;7.1
4277;2718;12;0.01
4278;2413;83;6.68
4279;2013;16;2.38
4280;1512;13;0.64
4281;1761;33;9.52
4282;146;5;6.24
4283;3120;88;2.36
4284;2510;91;4.31
4285;2236;77;2.74
4286;173;93;2.14
4287;734;34;8.72
4288;1196;77;7.15
4289;572;48;4.58
4290;129;21;5.73
4291;1332;25;3.81
4292;2318;45;9.5
4293;1344;72;1.49
4294;836;85;6.09
4295;2633;39;9.24
4296;2514;68;1.25
4297;1922;93;5.19
4298;2877;6;3.08
4299;365;29;2.99
4300;55;100;9.93
4301;704;15;8.33
4302;309;61;8.72
4303;2140;91;9.83
4304;638;34;2.8
4305;2594;72;3.08
4306;2937;72;7.83
4307;2257;40;0.89
4308;590;43;7.96
4309;1121;100;3.05
4310;1394;37;7.6
4311;470;85;2.3
4312;187;97;3.16
4313;360;15;9.78
4314;2627;59;1.2
4315;1211;33;6.54
4316;290;39;3.87
4317;1844;81;4.96
4318;106;16;1.12
4319;1944;69;4.97
4320;1968;64;8.6
4321;1694;95;7.02
4322;92;46;5.8
4323;2733;30;7.57
4324;1608;99;4.94
4325;821;38;7.6
4326;666;14;9.79
4327;2531;59;6.84
4328;107;20;5.56
4329;2550;32;2.67
4330;2703;62;2.21
4331;1862;79;8.65
4332;2655;68;1.6
4333;2047;38;3.42
4334;1912;46;9.69
4335;1102;55;6.65
4336;610;55;9.15
4337;597;64;1.77
4338;1814;39;6.27
4339;2948;68;6.31
4340;1338;8;2.21
4341;406;50;1.95
4342;2521;67;0.9
4343;1473;64;9.56
4344;3037;22;1.44
4345;59;44;6.74
4346;2633;25;6.6
4347;2581;44;6.57
4348;2400;38;6.1
4349;864;63;3.31
4350;1454;80;1.61
4351;2254;89;6.79
4352;2413;65;9.21
4353;478;60;1.71
4354;2329;44;9.07
4355;3071;54;1.99
4356;1093;31;1.03
4357;350;91;6.17
4358;1449;96;0.38
4359;2032;36;6.01
4360;1369;62;2.1
4361;2273;21;6.24
4362;2068;89;2.62
4363;2456;91;7.81
4364;2196;52;1.15
4365;2714;68;6.96
4366;1775;69;2.75
4367;3068;83;2.05
4368;2454;90;8.23
4369;1290;28;7.96
4370;2745;20;3.35
4371;2805;31;4.64
4372;2283;76;1.73
4373;2360;20;6.93
4374;3024;82;2.95
4375;2664;53;8.77
4376;866;49;0.83
4377;2275;4;6.22
4378;242;51;9.88
4379;489;6;5.58
4380;752;49;3.79
4381;2058;2;5.6
4382;286;58;8.45
4383;2829;83;5.77
4384;782;92;1.39
4385;2407;67;6.07
4386;883;10;2.42
4387;921;45;2.73
4388;2550;32;5.03
4389;3059;11;4.15
4390;2257;53;7.95
4391;501;30;3.94
4392;528;74;5.64
4393;43;86;8.96
4394;2558;41;7.73
4395;126;7;8.64
4396;337;43;1.09
4397;1242;11;5.6
4398;1479;93;1.35
4399;2189;29;4.56
4400;1621;2;8.79
4401;2750;92;4.17
4402;3068;61;9.42
4403;877;57;8.01
4404;1432;50;7.36
4405;2788;3;1.78
4406;356;58;2.49
4407;2065;69;7.32
4408;2459;37;4.39
4409;100;9;3.21
4410;1;34;0.76
4411;1256;77;7.96
4412;1914;11;3.83
4413;918;90;6.67
4414;1049;47;6.79
4415;968;53;4.37
4416;1982;4;1.63
4417;600;10;7.87
4418;2121;59;9.41
4419;160;40;7.53
4420;2632;92;5.15
4421;152;76;4.11
4422;860;6;0.43
4423;802;86;8.92
4424;288;69;2.61
4425;1446;70;3.81
4426;328;6;6.91
4427;115;16;8.14
4428;374;22;2.7
4429;1563;73;9.84
4430;115;52;4.84
4431;81;54;9.76
4432;445;66;6.21
4433;2776;3;1.84
4434;424;58;4.56
4435;530;1;9.76
4436;2474;28;4.11
4437;3005;40;0.71
4438;431;27;6.08
4439;2823;65;4.74
4440;413;56;9.77
4441;905;81;8.38
4442;2467;33;1.1
4443;1707;65;6.56
4444;2511;100;8.38
4445;2597;67;8.09
4446;2062;66;3.25
4447;348;67;9.43
4448;383;10;8.55
4449;1694;9;3.93
4450;852;66;4.28
4451;1824;35;2.64
4452;2101;26;5.34
4453;206;3;1.13
4454;896;51;4.95
4455;1916;72;8.31
4456;721;37;2.04
4457;2148;77;1.26
4458;2167;64;3.55
4459;1614;92;6.3
4460;2686;91;4.18
4461;1490;50;4.63
4462;236;91;5.8
4463;2296;4;3.71
4464;2378;94;7.03
4465;547;44;8.75
4466;1579;58;1.07
4467;2106;12;4.14
4468;396;54;7.17
4469;2669;34;1.18
4470;2297;28;6.52
4471;830;37;1.0
4472;2487;88;7.75
4473;1453;95;4.06
4474;538;20;4.74
4475;2281;71;1.88
4476;2528;48;3.37
4477;2005;52;7.01
4478;3010;53;6.98
4479;779;72;0.44
4480;410;30;8.24
4481;1118;41;5.36
4482;2715;33;9.06
4483;302;27;7.36
4484;1058;46;1.59
4485;2708;68;9.88
4486;1785;100;3.57
4487;3033;74;3.63
4488;337;19;2.85
4489;291;65;0.06
4490;32;50;7.19
4491;2931;27;0.17
4492;2295;67;6.98
4493;2341;40;2.95
4494;1323;64;8.95
4495;3066;24;7.88
4496;333;62;5.56
4497;2722;28;0.78
4498;1970;68;0.77
4499;1933;31;7.27
4500;1684;17;4.21
4501;727;17;3.6
4502;1857;92;0.98
4503;321;75;0.48
4504;1962;48;9.2
4505;299;92;1.73
4506;2399;76;8.79
4507;672;81;3.85
4508;1934;4;3.75
4509;731;81;7.42
4510;2314;30;9.15
4511;2517;9;0.91
4512;110;5;4.04
4513;3092;100;4.96
4514;119;92;8.09
4515;2324;26;0.95
4516;425;44;9.64
4517;2818;36;9.07
4518;1889;28;4.26
4519;1624;81;8.45
4520;316;79;1.1
4521;449;53;4.86
4522;1567;18;7.33
4523;2854;33;4.96
4524;73;86;3.92
4525;1599;11;9.05
4526;2279;81;3.72
4527;1193;8;4.92
4528;2461;39;1.33
4529;2364;80;6.39
4530;2735;22;4.02
4531;420;84;9.46
4532;293;21;0.61
4533;2110;90;7.65
4534;1718;52;1.2
4535;735;84;4.33
4536;2726;23;1.5
4537;584;74;5.71
4538;335;8;9.81
4539;145;9;2.08
4540;2739;17;1.41
4541;2884;30;0.32
4542;312;56;4.91
4543;3016;92;3.91
4544;450;65;0.5
4545;2847;26;5.91
4546;1839;45;0.56
4547;617;53;9.85
4548;1095;65;1.02
4549;1140;41;4.94
4550;425;44;4.02
4551;941;42;6.65
4552;1994;53;2.53
4553;1988;16;0.74
4554;2704;91;8.88
4555;585;78;2.57
4556;2446;89;1.28
4557;2409;37;5.86
4558;11;27;4.46
4559;858;77;3.46
4560;2149;7;9.33
4561;2670;91;4.26
4562;718;52;8.93
4563;1939;15;0.38
4564;949;1;0.95
4565;1965;79;9.42
4566;928;27;3.75
4567;2010;52;8.43
4568;1403;73;6.4
4569;1075;31;3.59
4570;2695;79;8.77
4571;1449;41;3.31
4572;2695;76;0.81
4573;1154;81;1.16
4574;2219;7;9.66
4575;1064;84;8.63
4576;2682;1;3.77
4577;1266;14;4.34
4578;1445;42;8.4
4579;863;56;0.58
4580;939;82;1.62
4581;1183;79;2.14
4582;2333;28;1.27
4583;3069;95;4.88
4584;2940;83;2.35
4585;2975;1;0.94
4586;1619;88;4.94
4587;690;74;8.01
4588;54;14;6.69
4589;1488;39;0.68
4590;728;55;4.49
4591;2166;3;3.65
4592;118;98;3.46
4593;1231;51;8.96
4594;304;38;0.54
4595;307;50;5.57
4596;2892;31;7.42
4597;697;20;6.69
4598;2992;4;4.75
4599;1172;15;9.15
4600;503;47;0.06
4601;2446;58;8.91
4602;3006;67;4.22
4603;1912;91;7.49
4604;732;100;2.26
4605;3082;29;7.02
4606;812;19;0.77
4607;1218;87;5.38
4608;2120;17;3.36
4609;1335;55;5.45
4610;2707;8;7.81
4611;252;7;0.47
4612;314;11;5.07
4613;1034;30;0.29
4614;2240;19;6.18
4615;842;37;0.94
4616;771;36;5.93
4617;391;55;2.5
4618;2453;66;1.21
4619;2613;83;3.69
4620;275;2;4.86
4621;3115;72;3.3
4622;901;32;9.86
4623;974;73;9.39
4624;1238;81;0.1
4625;2647;53;1.44
4626;1389;49;6.19
4627;1904;12;3.77
4628;2331;37;2.43
4629;1589;76;4.84
4630;1217;96;5.15
4631;1980;2;7.4
4632;2644;82;1.24
4633;1064;96;8.33
4634;2161;27;1.32
4635;2547;69;4.73
4636;1845;72;1.47
4637;2728;9;9.32
4638;831;63;4.21
4639;2195;54;5.2
4640;3055;38;4.38
4641;635;39;0.69
4642;804;62;1.83
4643;2223;2;9.18
4644;171;80;4.1
4645;1279;47;0.6
4646;1617;96;1.9
4647;2376;89;1.23
4648;125;7;8.19
4649;775;97;0.45
4650;647;9;6.11
4651;1924;61;4.01
4652;2471;53;6.98
4653;879;7;3.38
4654;844;15;3.24
4655;957;47;3.03
4656;3043;56;0.53
4657;2631;35;0.39
4658;2121;100;3.84
4659;1708;81;6.17
4660;2405;27;5.66
4661;2884;51;2.06
4662;2731;69;2.94
4663;1190;8;4.55
4664;1539;39;8.6
4665;1355;47;8.9
4666;1855;73;5.94
4667;2542;68;6.28
4668;1412;42;4.68
4669;571;48;8.32
4670;1633;48;3.95
4671;1109;22;6.23
4672;1268;10;9.43
4673;2825;93;8.82
4674;2856;70;7.45
4675;3013;43;9.87
4676;200;38;5.48
4677;38;64;5.02
4678;2845;18;9.82
4679;2149;45;6.61
4680;363;13;0.9
4681;2631;44;9.7
4682;1048;100;6.19
4683;165;51;8.83
4684;634;78;1.31
4685;1350;52;7.18
4686;1869;60;0.31
4687;2322;59;7.93
4688;1106;80;3.48
4689;1101;59;1.3
4690;2779;95;6.72
4691;111;69;7.45
4692;3113;80;9.16
4693;3076;69;0.26
4694;407;64;7.53
4695;1533;90;8.61
4696;1462;3;8.82
4697;1184;52;1.66
4698;922;62;8.58
4699;762;95;0.08
4700;496;33;6.38
4701;930;19;1.82
4702;2001;43;9.53
4703;1297;15;6.27
4704;1280;15;3.66
4705;1661;1;7.52
4706;2685;68;7.38
4707;99;64;4.08
4708;3088;54;8.67
4709;1618;35;1.04
4710;312;82;9.1
4711;660;71;0.97
4712;551;37;9.75
4713;1556;40;2.46
4714;663;39;1.43
4715;243;25;7.29
4716;1589;37;0.63
4717;3081;12;5.97
4718;118;75;8.96
4719;559;92;2.34
4720;1288;2;7.19
4721;2756;58;7.51
4722;850;50;8.87
4723;75;23;5.12
4724;1634;73;2.67
4725;185;100;5.0
4726;2147;69;3.11
4727;709;47;1.58
4728;50;72;0.35
4729;1426;34;9.78
4730;1092;40;8.18
4731;2820;9;4.87
4732;1559;92;9.78
4733;2042;93;6.82
4734;2216;80;7.54
4735;2016;13;9.27
4736;3065;8;9.4
4737;2436;91;2.52
4738;3026;81;1.97
4739;836;40;8.21
4740;1546;90;9.92
4741;1697;99;7.83
4742;2131;78;1.96
4743;1703;9;0.3
4744;287;54;3.76
4745;60;72;5.31
4746;1500;61;0.14
4747;1786;80;4.99
4748;2038;79;4.81
4749;3000;99;3.59
4750;1152;85;1.51
4751;857;77;5.41
4752;3024;77;8.03
4753;814;30;3.62
4754;398;36;3.16
4755;579;26;4.21
4756;1874;35;6.67
4757;1954;81;1.64
4758;936;85;6.6
4759;2651;1;6.91
4760;394;28;7.55
4761;615;78;3.51
4762;2458;31;3.87
4763;2962;51;2.73
4764;3024;40;1.67
4765;116;71;8.68
4766;2668;88;6.75
4767;2417;65;0.46
4768;1226;57;5.83
4769;2342;79;0.83
4770;1321;99;7.71
4771;1025;44;0.16
4772;931;59;5.67
4773;339;24;2.05
4774;2863;9;0.08
4775;3012;82;8.32
4776;125;53;4.7
4777;298;47;9.42
4778;945;68;7.84
4779;560;14;6.71
4780;1488;29;0.26
4781;2923;93;8.76
4782;318;84;8.83
4783;2223;35;2.89
4784;1500;85;3.11
4785;787;43;9.51
4786;1628;85;6.12
4787;2832;68;4.29
4788;2789;63;3.5
4789;2040;77;6.32
4790;638;62;8.71
4791;1111;19;1.94
4792;178;84;5.69
4793;1243;63;1.0
4794;693;45;6.34
4795;1820;51;8.9
4796;3098;43;2.8
4797;2751;32;3.41
4798;1671;55;9.97
4799;2438;8;9.41
4800;1601;17;0.86
4801;82;22;5.81
4802;2104;37;9.88
4803;2479;28;9.94
4804;1977;54;7.79
4805;678;72;0.2
4806;559;69;6.55
4807;1768;27;2.96
4808;159;47;3.02
4809;2402;44;5.65
4810;2365;38;7.86
4811;2542;61;3.87
4812;301;60;5.61
4813;1514;1;0.7
4814;2789;73;4.44
4815;150;9;2.92
4816;156;81;0.95
4817;2503;29;9.38
4818;1545;73;9.43
4819;193;44;2.35
4820;578;52;8.86
4821;199;11;2.33
4822;1744;78;6.49
4823;2533;60;2.09
4824;2880;86;1.19
4825;538;87;4.17
4826;2992;8;9.34
4827;708;8;2.36
4828;836;40;6.54
4829;2017;53;1.62
4830;513;95;9.12
4831;1706;94;1.81
4832;1089;67;0.76
4833;2630;83;5.94
4834;1757;78;9.88
4835;88;64;2.27
4836;2819;1;6.6
4837;1088;54;3.45
4838;1022;85;8.89
4839;1310;55;8.56
4840;2140;51;5.34
4841;2334;3;0.27
4842;689;15;8.14
4843;818;56;7.33
4844;1402;20;5.67
4845;1763;4;6.77
4846;1843;61;2.25
4847;579;24;7.54
4848;2781;70;4.12
4849;547;76;1.61
4850;2682;65;9.59
4851;1924;12;6.23
4852;1287;50;7.6
4853;703;60;3.94
4854;2225;18;6.49
4855;1612;16;9.86
4856;758;83;8.05
4857;2367;47;4.55
4858;2402;76;4.93
4859;611;8;9.23
4860;2897;94;6.8
4861;1132;30;0.68
4862;2330;1;2.19
4863;1251;38;7.16
4864;1479;71;6.98
4865;1012;60;6.39
4866;641;21;6.95
4867;392;58;9.35
4868;32;8;4.2
4869;880;10;0.05
4870;1457;77;8.42
4871;405;45;1.4
4872;2422;4;1.7
